,Tweet
472,@LawrenceSellin @SidneyPowell1 @elonmusk You can get one if you pay for Twitter Blue  because apparently Musk thinks payment is a better verification dor your account than your actual identity.
473,"Hey @TwitterSupport can I cancel twitter blue? I didn't subscribe, without any verification. Suddenly got a notification there for payment of twitter blue bill."
474,"@SawyerMerritt I signed up for Twitter Blue 6 days ago when it started in Germany but still no Badge. 🤔
Phone Verification and Credit Card Payment done.
@TwitterSupport  @elonmusk https://t.co/3ndie659Fc"
475,"@elonmusk I have a suggestion for you Elon. 

Why not integrate twitter with our cryptocurrency wallets in a way where we could make payments to each other just by selecting the coin we want to send &amp; hit send payment then they should be like a verification system to confirm it."
476,@elonmusk Start a real revolution by accepting #Pi as a payment method for Twitter accounts verification
477,Fintech Twitter: Dwolla's KYB is a dumpster fire. Who is working to solve payment verification and AML approvals for the enterprise? HMU
478,"In the past, verification on Twitter required connections and payment of hundreds of dollars. Now, obtaining verification only requires an investment of $8."
479,"@elonmusk Hear me out, Twitter blue should be a different thing than being verified. There should be two types of verification. Payment, and regular verification. With this, the normal verification will not loose its value."
480,"@dollarbill256 @HIOO74 @ColonnaGalati @Cobratate What ownership verification? 
The only thing Twitter verified is the payment you made 🤡"
481,"Good article, interview with actual owner of the ""verified"" @jesus account, showing conclusively that the blue check mark means nothing except verification of monthly payment for Twitter Blue rental."
482,"@elonmusk Why does the verification process for twitter blue verified checkmark take so long? Payment is instant, product is not?"
483,@elonmusk Can you at least let us continue to have free API access for a one-time payment of the verification fee if one is a Twitter Blue subscriber?
484,"6/ Following the 4chan incident, ElevenLabs wrote on Twitter that it sees an ""increasing number of voice cloning misuse cases"" and is exploring more safeguards, such as requiring payment information or full ID verification."
485,If twitter had payment system that means i could keep a real public record with online Notary’s and witnesses. Wow!secured payment systems!person to person with verification and instant transfers! Now you can pay for doordash at door and make sure order is correct before paying!
486,"@elonmusk @TitterTakeover @Twitter I have applied for twitter verification and also made payment but still not received blue tick.
Why?"
487,"Day - 8

Google pay business server issue of 
""Recipient's payment server busy"" after verification and increase of limit not solved.Not being able to receive payments. You should look at the no of complains on twitter, your app review and customer care about it. @GooglePayIndia"
488,12 days ago @Twitter took payment for a verification and as yet have refused to grant such. Not a word from @elonmusk on this fraud.
489,"Mhh, it looks like (currently) the Twitter Blue icon does not mean that an authenticity verification has taken place. I would have thought that with payment being involved such a thing would have been easy to do.
https://t.co/uMjivCL3rZ https://t.co/VDlaulFEp1"
490,@ghanayesu @FabrizioRomano @TheAthleticFC Too bad Twitter verification is now based on payment.. used to be given out with integrity
491,@Nowayimalurker4 @davidnelsonORL @ElonSavedMe You do realize that twitter as a payment platform would require ID verification as well.....
492,@VenkatRaja_Offl @Twitter @actorvijay @Master_Mahiii @22whitedevil @karikalan1412 @Vipervj_07 @Dany_Gokul @SivaVjAddict @itz_blackking You bought verification and thanking Twitter? For what? Not rejecting your payment? Lol.
493,"@ArtistZoey They basically were making fun of the changes on Twitter that added that you could buy checkmarks (since they have no interest in creating an actual verification system). You can get 2 for a one time $8 payment, it will put those checkmarks next to your name, and you can buy more"
494,"#News - Twitter announces 'Verification for Organizations' &amp; annual payment

#News #SocialMedia #Twitter https://t.co/Hh9VnTqi5K"
495,@elonmusk we need more payment methods for twitter verification
496,@elonmusk when twitter verification payment methods available in crypto. Looks like my card getting declined 😭
497,"I suspect Twitter Blue Verification badges are subject to the payment method funds clearing...
I wonder what sort of nasty ""Patriot Act"" style background checks are being done on those who subscribe; are they doing an E-Verify employment-style check on us as if we're new hires?👀"
498,"@girlfrmpaktia It is bcoz they pay 8 dollars 💵 monthly, A part of that payment the @Twitter community has its own criteria to get Blue check mark on twitter.
Blue check mark means that the account is verified and our personality demands that we don't need twitter's verification.😂😂"
499,"@elonmusk Can you lower price of Twitter Blue? You said the 8$ amount was meaningless, its more about the verification of the payment than anything. Make it $5 and the ad-free version 10-15$"
500,"@realJojoJerz @RonFilipkowski @JoJoFromJerz Just remember, your ebt card is not acceptable payment for twitter verification"
501,@elonmusk Can we expect a change in payment modes for twitter verification?
502,"@elonmusk its almost 3 days, payment made for twitter Blue... Still the profile verification under review?

Thats not fair Sir... Please make the process fast..."
503,"@hermanicfanatic @Lesbian_cxnt @PottsJackson @Blewy2K91 @That1teddygirl I don't support his opinion. I'm pointing out that nobody pays for a Twitter legacy account. Nothing in those qualifications says anything about follower counts or payment from the official Twitter legacy verification page. One pays with Twitter blue, he didn't."
504,"It doesn't matter if you're not using the twitter verification badge and not receiving their services when you choose to deactivate your account. Because, after making a payment, @ElonMusk makes sure that he steals your money like the scumbag thief that he truly is. https://t.co/UxZY2oURqY"
505,"Twitter Adds Annual Payment Option for Twitter Blue
.
Good news for Twitter Blue fans – you can now lock in your paid-for checkmark for a year at a time, with Twitter adding new annual payment tiers for its misguided ‘verification’ scheme.
.
#twitter #twitterupdate #twitterposts https://t.co/sRUFZCbnVO"
506,@damnsideneck @FrenchmenPod @theblockspot @Cantguardmike Hey when’s your Twitter verification payment due? I’ll send you the $8 for it. Love seeing these quality replies to me. Want to make sure it keeps going.
507,@FrenchmenPod Bro you quote tweeted a reply to you to attempt to gain more support. It’s hilarious honestly. When’s your Twitter verification payment due? I’ll send you this months amount.
508,"Why is @twitter screwing with its paying users?
I mean before Elon even bought Twitter, I was a @TwitterBlue user. 

To payment increase, no verification yet? 
What’s the use? 

Where’s my @verified check mark?"
509,"I'm thinking that since Twitter supports NFT avatar verification, can you also consider supporting cryptocurrencies for payment?If the relevant information has been mentioned before, I will also learn.@Twitter @elonmusk"
510,@TwitterBlue I got a notification that the iOS Twitter blue price is increasing so I cancelled it and went to subscribe on a web browser but it won’t let me change my payment plan. I don’t want to forget to pay for it and have to go through the verification process again.
511,"@ABlueGamer @Stonethecrows0 @elonmusk @Twitter Or a payment verification, where a card needed to be used that matched the ID of the person applying for the account.

There are ways around this, but they all affect usability and require more effort for both the user and Twitter."
512,"Dear @Twitter, @TwitterSupport What is the reason why @soldierspeaks account's verification blue mark was removed? If is a payment issue so dear @elonmusk please sort this issue with a warning message then remove verification mark for any account..."
513,@elonmusk @jordanbpeterson This is why you should accept #bitcoin via lightning for verification payment so that Twitter nor the payment processors can be forced to disclose the identity of lawful yet dissenting voices on Twitter.
514,"It took some pretty counterintuitive shit to make the legacy verification system look good, but Twitter Blue has done it. When that shit starts floating to the top of threads for no reason other than a monthly payment, there will be no more sense in even trying to follow threads."
515,"@WIRED Social media digital id -for- upcoming NEW digital economy/currency under #WEF goals
An agenda Musk is furthering. Every twitter user is getting WEF digi ID via  payment of blue tick, phone verification, ban of privacy phone operators. Created 2FA mess - ppl use 2fa, bots don't! https://t.co/vIFCQr7b2M"
516,"For the millionth time I will not add you on snapchat untill payment is made. 
DONT ASK FOR IT. If u want verification I will send over twitter. 
I'll send u a ss of your request in my add box but you won't be accepted nor will content be given till AFTER PAYMENT"
517,@elonmusk wen accept $Doge as a form of payment for twitter verification????
518,@spicesdior @bIasianbarbie the verification mark is gone did your twitter blue subsription get cancelled after a monthly payment?
519,"@JohnnaCrider1 Why does it take so long to get a blue tick when you give your payment via your bank account?
That's verification in itself.
I've just started using Twitter this month so I've been trying out the site before I decide to stay and pay for blue so i'm intrigued."
520,@elonmusk it’s Christmas Eve can you accept dogecoin as verification payment on Twitter already  ?
521,@Twitter My bank has already processed my payment for the Twitter Blue Check. How long does the verification process take?
522,@TwitterBlue How long does the verification process take to obtain a Blue tick when the first payment for Twitter Blue subscription is taken immediately?? 🤔
523,@elonmusk How long does the verification process take to obtain a Blue tick when the first payment for Twitter Blue subscription is taken immediately?? 🤔
524,"One step closer to the ‘Everything Ap’ 👏🏽👏🏽

I’m predicting: 
- video stories like Instagram 
- payment gateway 
- identity verification service 
- crypto &amp; blockchain integration 
- sophisticated translation abilities 
- twitter news service offshoot (citizen journalists)"
525,"@permaculturebob @heydave7 @elonmusk unfortunately, until there is a better solution, this was the best way to rid the bots, by piggy backing on the payment verification system. Twitter also needs funding. Once Twitter secures positive cash flow &amp; the threat of recession is over maybe a sliding scale can happen"
526,@elonmusk using $jamsy or $icp will solve your problem of verification. Use $doge as a form of  payment for twitter. Nobody can control it.!
527,"@all4laughs4me This is called a poll tax. If you have to pay to vote, that's a poll tax.

Do you like paying a poll tax?

Voter ID would be verified accounts (regardless of payment). But there's no one remaining at Twitter to do verification work anymore. Elon fired everyone who's job that was."
528,@WholeMarsBlog Or ... a thought ... Twitter could have a working verification system that doesn't involve payment?
529,"@HeartfulBallad @videotech_ @CultureCrave Payment Verification.

You show up above non twitter blue meaning bots will be lower in results."
530,"@MarketWatch This statement is distorting the reality of the situation. @elonmusk wants to ensure that the votes in the Twitter polls are coming from REAL users, not SSB ""sophisticated stealth bots"", and the best way to do this is through payment &amp; verification. +"
531,"@Burchoff @PatrickEBoyle What are you even talking about? Twitter dismantled its council on child sexual exploration and missed their commitments about this year.

The verification system is the same as before with a payment associated to it.

Are you serious?"
532,@elonmusk when will be doge available as payment nethod on twitter for blue tick verification
533,"Anyone need my help to sell your #BORNPINKinKL tickets can dm me. 

Rules:
1. you need to give your verification: personal information etc other than just your twitter account.
2. All payment must be made into my account first bcs i need mutual trust with buyer."
534,"@tonys_twits Also with speculation that Twitter would include a payment mechanism to complete with PayPal, verification is crucial"
535,"if i become president of twitter people will still be able to get paid verification but it will only cost $1 and it won't be a recurring payment and also all it will mean is you get an emoji of a baseball ⚾️ next to your name*

*you can also just put the emoji in your name normal"
536,@markorgan @amaldorai @paulg @skyler_fs I guess that’s how I interpreted “You can't buy a non-Tesla in a Tesla showroom either.” How is Elon’s way of running Twitter significantly increasing value? From my point of view all I’ve seen is removing some bloat from the company and taking payment for verification.
537,"@C_Memo2020 @elonmusk @marybethpf Dear C**** @elonmusk &amp; @marybethpf, why not ALSO invite Dr Hector Carvallo to join Twitter w/ verification free and payment to consult re Argentina, censorship=disinfo IVM &amp; prophylaxis etc. His great judgment &amp; wit would help make Twitter a class-act!
https://t.co/WoehzyM4ow"
538,"@PeterJCreedon @TwitterBlue I have the same problem, as much as anything its frustrating not having any indication how long the process will take (4 days and counting). Maybe it would make more sense and be fairer if @Twitter didn't take the payment until the verification process was complete @elonmusk?"
539,"So the #2fa problem faced by  @Twitter users who use @VodafoneUK (like myself @subyroy) gets resolved only by
Mr @elonmusk telling @TwitterSupport to over-ride login verification systemwide then start afresh or the payment problem between the two companies getting solved @gcluley"
540,"@Eigernit1 @BowTiedBroke @elonmusk @CommunityNotes It doesnt sounds like its all about popularity.  Just buy buying twitter blue to get kicked to the top-ish even if you have no tweets.    And twitter blue requires payment verification and phone verification, so it will be hard to fake that and control the narrative"
541,"@elonmusk @MuskUniversity @elonmusk with MFA, encrypted Authenticators and accounts verification used in the banking industry since online banking in the 90’s, https://t.co/WcW5wEvYVD can’t we make Twitter into a payment and election voting system???!!??? 🤣"
542,i see niggas missed a twitter blue payment. where yall verification gone?
543,Maintenance for Laravel Project https://t.co/0vAndtsKvi Total List of Tasks   1. Home page loading problem need to fix. 2. Twitter login not working. 3. Onfido verification and payment gateway not working properly in creator registration or Become a creator... (Budget: ₹125…
544,Maintenance for Laravel Project https://t.co/Q1Fg9gdpiC Total List of Tasks   1. Home page loading problem need to fix. 2. Twitter login not working. 3. Onfido verification and payment gateway not working properly in creator registration or Become a creator... (Budget: ₹125…
545,"@rationalwalk You need a verified payment method to pay for Blue right. Isn't that enough verification?! I think it is pretty smart for twitter to outsource the verification to payment processing middle man (Apple, banks etc.)"
546,"@hellotimking @DeveloperSteve @TwitterBlue @Twitter That’s weird. The Stripe payment page was there before (which is good for auto-verification), but it should be available in Aus? God what a mess this has been. I’m gunna not touch anything lol"
547,"@elonmusk @cb_doge Would love to see payment integration on Twitter along with web store monetization options on profiles to easily facilitate transactions.  

$8 for verification sure thing
another $5 or so for a web store tab on profile... yes please, would be greatly appreciated"
548,"@FlaterVFX TBH, it needs a lot more to it in order to justify payment. 

Verification, longer video uploads and editing tweets are a start. I want 4k video uploads, full customization of your Twitter page, archive of your video/photo content on your home page for people to find ect."
549,@neontaster Does having legacy verified account status give your future kids a fast track to twitter verification without the payment? https://t.co/jNBcS5Tr8i
550,Will the $8 (Sh982) payment for verification of a Twitter account reduce the number of Kenyans using the verified accounts?
551,And we still don’t know if cryptos payment will be live for Twitter verification!!
552,"@mrsjennifield This has been a massive miss from Twitter since the beginning. Should have never been about status, but instead simply verification and trust. Payment only validates payment."
553,"@elonmusk Hey Elon, will doge coin be used for twitter blue verification as payment? Keep doing what you’re doing with Twitter 👍👍"
554,Twitter will relaunch its questioned payment verification system on Monday https://t.co/QteoVMrm7Q #Twitter #TwitterBlue
555,"@Haseena51326296 @M10 @SidharthShekh12 Blue tick ki payment k bhi paise nahi honge...
""Twitter on Sunday announced to relaunch its Blue subscription service with verification on December 12, that will cost $8 for Android users and $11 for iPhone owners per month."""
556,"@elonmusk @Twitter Are you still considering payment a valid form of identification verification or will you somehow raise the bar. If so, how?"
557,"@Twitter Mr. @elonmusk should consider keeping the previous verification program with the blue color and the previous criteria, the blue checkmark already has its reputation, and he should consider select another color for the payment checkmark."
558,"@SirNerdyAddict Wonder if “a verified phone number” means phone number must be in same name as Twitter account holder. Policy doesn’t state that it does. If not, don’t see how this will be more effective than verification of a payment method, which didn’t prevent impersonations before."
559,"@elonmusk Twitter and Elon musk stuff implements the acquisiton of verification tick by monthly payment @ $8, but I have been ponderin  if that applies same to you ⚠️"
560,"@DaisyxxxMae Or payment for my virtual services, from clients who can’t pay over etransfer. I also like having an account linked to my Twitter as an extra piece of verification to me being a real person that clients can actually book in person if they just stumbled across me"
561,@majinTwEeN Can I buy it for a down payment of $85 and monthly payments of $10? That's more than the price of Twitter verification. Think about it. 😜
562,@elonmusk You can still charge for the blue check mark while using it as a mean of account verification. Just have it required where their twitter name match the card they use. Unless it’s a company they have to use a company cc or the name of a key person to make the payment
563,"Excuse me but paying for verification shows at least twitter that we ARE real people? Payment exchanged hands. If pressed I’m fairly certain they could track any of us down. In fact shouldn’t we treat everyone on here as if we are interacting with real people, since they are?!"
564,"@jordanbpeterson If we're just talking about being verified as human,  I agree about that, and of course paid verification more-or-less does that. But the anonymity between you and other users is still there as the payment info is only available to Twitter."
565,"@jordanbpeterson @YouTube I would say that @elonmusk’s payment verification method with Twitter Blue is a great happy medium.

It weeds out a lot of the trolls, but still provides anonymity for those who would like to speak out but may face unacceptable real world consequences (loss of job, etc.)."
566,Hey @elonmusk don’t you own #Twitter for 44billion #rich  accounts needing verify monthly #Verify which this feels criminal on your part (not rich enough) maybe a monthly payment gets you a gold verification while 19.99 gets a once in a lifetime green icon for life  #MoneyHeist !
567,"21/
Elon is now coming in and introducing subscription tiers ($8/month verification), as well as talking about building a payment layer on top of Twitter.

This comes from his background of building out Paypal."
568,by far one of the funniest things this year was elon musk trying to act like making twitter verification accessible by payment would get rid of trolls. like my god i cannot imagine understanding something so half ass backwards
569,"I'm following many international  academics from various academic disciplines &amp; fields. Majority of them have no blue tick, assuming they don't mind. Because publishing or conferencing are with real profiles on Twitter. Profile verification would be optional with payment or not."
570,"@elonmusk @Twitter Twitter wants to thwart bots by increasing the cost to run them.  The proposal is to:
- Require Phone Verification with a Quality, Mainstream Phone Provider
- Require a token payment in order to ensure a unique credit card number and validated identity.
- Optionally allow hard ID"
571,"#Twitter is going to make the view counts of the tweets visible to everyone.

#TwitterBlue relaunching this week says Elon Musk.

Payment, identity verification &amp; verified organization affiliation are in the works.

For more such info, follow @LuxeENTin here &amp; on Instagram. https://t.co/b20DxCEOKf"
572,"Verification has begun on the E.Coast, US. @elonmusk is cleaning up Twitter while slowly making it into a payment portal on its way to being a digital bank!
Bots are finally getting handled, unlike the previous Twitter leadership who used bots for their gain. 
#x.com #TwitterX https://t.co/J5P1KdHbu8"
573,@GlobalFreedomM Well the personal info I have already given is all the information that I will ever provide. So if Elon really does eventually insist on payment verification then my days here on Twitter are definitely numbered.
574,"@MarioNawfal @elonmusk on the fight against Child exploitation , Community notes, Section 230, AI, Verification , Growing the user base with positive tweets and posts more advertiser friendly, Twitter files and more. I can’t wait to see Twitter in a year. New payment system and more"
575,"@JohnGalt2727 Android users can't even buy Twitter Blue

I hope they fix that

Payment verification still relies on Apple Store

How is this not a bigger story?"
576,"@elonmusk Any plans on hosting webinars kind of learning on Twitter 2.0?  #twitter2 
People could subscribe with #BITCOIN or #dogecoin 
Actually the 8$ for verification should allow crypto payment"
577,"@elonmusk @pauljamil @philbak1 hi,I ask a question about verification of Twitter blue tick why payment is nessasary many peoples are not affordable .what is the alternative method?I  can share my suggestion with you is it possible To provide colour code of celebrities,famous stars, singers ,common peoples."
578,"@elonmusk   When is Dogecoin going to be Accepted as a form of payment for a Subscription or Verification on Twitter?  I know I am a minuscule follower so I would be shocked if you respond to me.  Let us know, Thank You Sir.  I follow you as my inspiration to think differently."
579,@MattWallace888 @elonmusk any ideas on how Doge coin can be implemented as a payment method for Twitter Verification?
580,"@elonmusk @elonmusk can we have a one time BTC payment for orange check verification? @saylor had a brilliant idea for this and I would like to be verified this way instead. Also love all the work you are doing to help make Twitter a much better place, I have never enjoyed it until now."
581,@Freeman1oflag @opeyemi1288 @oluwzuzza @alimo_philip Lol if it's paid u will see paid for verification this person was verified by twitter without payment
582,@alexeheath @elonmusk Almost certainly. Elon has said numerous times in the past that using the payment verification and Apple’s in-app purchasing mechanism were key to getting Twitter Blue to be a reliable way of signaling there is a real person behind a Twitter account.
583,"@MrTSmith81 @charred @verge I think Elon mentored this in his Twitter spaces that he'll use Apple payment to indirectly offload verification.  But you would need to go listen to it properly. He may not have said those words exactly. It makes sense,  very efficient but the charges Apple takes is his issue."
584,@DejaRu22 Unfortunately the trojan horse is Twitter under Elon. Twitter verification &amp; crypto-based digital payment will be what removes the adoption obstacles of ease-of-use &amp; fraud. He has already voiced his intention to copy WeChat. Only a 'friend' could get the noose around our necks
585,"@RonFilipkowski Are we sure that's actually her Twitter handle? The statement is dumb, but not MTG dumb.

Remember, the blue tick is no longer a guarantee of verification, just of payment."
586,"Saw an excellent suggestion about Twitter verification. If an account posts fraudulent information, it ought to get a red check. No payment required."
587,"The best thing about twitter verification for payment is that now we have a Twitter Nobility of the Sword (verified by old standing) &amp; a Nobility of the Robe (venal blue check holders). Add a dull king (Musk) &amp; fiscal meltdown, and you are seriously channelling France 1789."
588,"@saylor @elonmusk @Twitter @verified payment is poorest verification, not trustworthy at all"
589,"@elonmusk Make Twitter app free. The $8 payment for verification should be thru online Twitter account, not thru the App. Really ABSURD, I know, but this is the way around it! Or better yet, have the $8 deducted automatically the way cell phone service providers charge for automated bills"
590,"If I were in charge of Twitter, I’d explore the direct collection of payment instruments for identity verification purposes, which I’d argue isn’t a “digital good” (if separated from Twitter Blue).

Then offer the ability to save that for future payments directly to Twitter."
591,"@elonmusk Yes, and I actually think its fair. Its the same reason you trust it for verification and billing. If Twitter had to try to get payment information from everyone it would have to do a whole lot more work and less security of income."
592,"@elonmusk Make a phone and take my money now. Features I would like: Twitter verification, remote your Tesla, Starlink, ApplePay type payment."
593,"@cbouzy He's repeatedly stated his entire plan is to outsource all KYC and AML compliance, payment processing, and customer disputes to the app store in an attempt to circumvent any due diligence on twitter's part for verification; no shit apple is threatening to pull the plug."
594,"@elonmusk Sir, please enable verification payment option on Twitter with $DOGE🙏🏼🙏🏼🙏🏼"
595,#Breaking: #ElonMusk says he is going to launch an updated version of #Twitter’s #payment-based #Verification system on Friday https://t.co/4WRhzI9ftc
596,"Elon Musk says he is going to launch an updated version of Twitter's payment-based Verification system on Friday. #twitter 
https://t.co/tqipGXqNvb"
597,"@elonmusk Elon you need to make Twitter the American wee chat. Microb bloggin, dm, payment processor and ID verification"
598,"Hey @CourseHero, why won't you clear my payment? 
I've asked repeatedly, but your team hasn't responded to my emails, and there's been no word on Twitter either.
this issue is just because of mobile verification 
my id -dubeypawan45
I want replu ASAP
thank you."
599,"Twitter 2.0 planning, including ""ads as a service"", video, encrypted private messaging, long tweets, blue marker verification optimization, but blank on the ""payment"" page"
600,@elonmusk When did Twitter purchase verification payment starts!!!???
601,"@garyblack00 @elonmusk You would think, considering the recent Treasury payment processing request, Twitter would be moving towards a micropayment verification process like PayPal."
602,@Eljaboom When @elonmusk will add $Doge as a payment option for Twitter verification 👀
603,"@elonmusk As predicted by Simpsons:
This token has the utility and can be used as payment for Twitter verification @elonmusk 
https://t.co/MLi8loNr1r"
604,"@Laura_Leogue @ChediMbaga @GRDecter @elonmusk The primary challenge of financial transactions is trust (hence why people are hot for blockchain). Twitter is in a strong position to use social graph and verification to create trust, therefore create high payment quality, therefore cheaper payment. This is why FB tried crypto"
605,"Musk’s Plans Around Verification, Moderation, and Payments on Twitter are Slowly Becoming Clear https://t.co/KRB1IwurJX @socialmedia2day @adhutchinson #Twitter #contentmoderation #moderation #Content #crypto #verification #payment #strategy #socialmedia #socialmediastrategy"
606,"If it is possible for #Twitter to accept $ada for verification, are we going to shut up and watch $doge and $btc take the place of our community's payment? (2/2) 
#Cardano #CardanoCommunity #CardanoADA #CardanoNFTs"
